,Open,High,Low,Close,Adj Close,Volume
2022-01-03 09:30:00-05:00,256.67999267578125,256.67999267578125,256.0,256.0,256.0,10851.0
2022-01-03 09:31:00-05:00,255.55799865722656,255.55799865722656,255.55799865722656,255.55799865722656,255.55799865722656,2284.0
2022-01-03 09:32:00-05:00,255.7550048828125,255.77999877929688,255.05999755859375,255.05999755859375,255.05999755859375,926.0
2022-01-03 09:33:00-05:00,255.39999389648438,256.0,255.00999450683594,256.0,256.0,3502.0
2022-01-03 09:34:00-05:00,256.1600036621094,256.57000732421875,256.0,256.260009765625,256.260009765625,3805.0
2022-01-03 09:35:00-05:00,256.0950012207031,256.489990234375,255.99000549316406,256.05999755859375,256.05999755859375,3547.0
2022-01-03 09:36:00-05:00,256.1400146484375,256.1400146484375,255.7899932861328,255.8300018310547,255.8300018310547,2496.0
2022-01-03 09:37:00-05:00,255.61000061035156,255.61000061035156,255.5399932861328,255.5399932861328,255.5399932861328,829.0
2022-01-03 09:38:00-05:00,255.6699981689453,256.25,255.6699981689453,256.010009765625,256.010009765625,3662.0
2022-01-03 09:39:00-05:00,255.99000549316406,256.0028991699219,255.66000366210938,255.66000366210938,255.66000366210938,1050.0
2022-01-03 09:40:00-05:00,255.63999938964844,255.63999938964844,254.52000427246094,254.52000427246094,254.52000427246094,1943.0
2022-01-03 09:41:00-05:00,254.5399932861328,254.8800048828125,254.27000427246094,254.8800048828125,254.8800048828125,3191.0
2022-01-03 09:42:00-05:00,254.92999267578125,255.1199951171875,254.8249969482422,255.1199951171875,255.1199951171875,1787.0
2022-01-03 09:43:00-05:00,255.07000732421875,255.08999633789062,254.72000122070312,254.9600067138672,254.9600067138672,2578.0
2022-01-03 09:44:00-05:00,254.7100067138672,254.8800048828125,254.57000732421875,254.80999755859375,254.80999755859375,2049.0
2022-01-03 09:45:00-05:00,254.9600067138672,255.39999389648438,254.9600067138672,255.39999389648438,255.39999389648438,2857.0
2022-01-03 09:46:00-05:00,255.22000122070312,255.24000549316406,254.8699951171875,254.8699951171875,254.8699951171875,2142.0
2022-01-03 09:47:00-05:00,254.85000610351562,254.85000610351562,253.88999938964844,254.11000061035156,254.11000061035156,2952.0
2022-01-03 09:48:00-05:00,254.11000061035156,254.3300018310547,253.5399932861328,254.08999633789062,254.08999633789062,4561.0
2022-01-03 09:49:00-05:00,254.1300048828125,254.1300048828125,253.7100067138672,253.7100067138672,253.7100067138672,1896.0
2022-01-03 09:50:00-05:00,253.5500030517578,253.72999572753906,253.50999450683594,253.55999755859375,253.55999755859375,9741.0
2022-01-03 09:51:00-05:00,253.82000732421875,254.3300018310547,253.75999450683594,254.19500732421875,254.19500732421875,57492.0
2022-01-03 09:52:00-05:00,254.35000610351562,254.50999450683594,253.97000122070312,254.00999450683594,254.00999450683594,38540.0
2022-01-03 09:53:00-05:00,254.16000366210938,254.4250030517578,253.94749450683594,254.3699951171875,254.3699951171875,29074.0
2022-01-03 09:54:00-05:00,254.3800048828125,254.42999267578125,254.14999389648438,254.14999389648438,254.14999389648438,3621.0
2022-01-03 09:55:00-05:00,254.08999633789062,254.27999877929688,253.97999572753906,254.27999877929688,254.27999877929688,3335.0
2022-01-03 09:56:00-05:00,254.26499938964844,254.72000122070312,254.26499938964844,254.60000610351562,254.60000610351562,4660.0
2022-01-03 09:57:00-05:00,253.94749450683594,254.1999969482422,253.94749450683594,254.1999969482422,254.1999969482422,2242.0
2022-01-03 09:58:00-05:00,254.44000244140625,254.49000549316406,254.11000061035156,254.13999938964844,254.13999938964844,1637.0
2022-01-03 09:59:00-05:00,254.10000610351562,254.1750030517578,253.94000244140625,254.0,254.0,2343.0
2022-01-03 10:00:00-05:00,253.97999572753906,254.36000061035156,253.97999572753906,254.19000244140625,254.19000244140625,3474.0
2022-01-03 10:01:00-05:00,254.52999877929688,254.5399932861328,254.43499755859375,254.50999450683594,254.50999450683594,3089.0
2022-01-03 10:02:00-05:00,254.44000244140625,254.44000244140625,253.97000122070312,254.0500030517578,254.0500030517578,2176.0
2022-01-03 10:03:00-05:00,254.22000122070312,254.22000122070312,253.88999938964844,254.14999389648438,254.14999389648438,2399.0
2022-01-03 10:04:00-05:00,254.13999938964844,254.47500610351562,254.05999755859375,254.22999572753906,254.22999572753906,14071.0
2022-01-03 10:05:00-05:00,254.2899932861328,254.35000610351562,254.02999877929688,254.10000610351562,254.10000610351562,3422.0
2022-01-03 10:06:00-05:00,254.22000122070312,254.2899932861328,254.22000122070312,254.2899932861328,254.2899932861328,1041.0
2022-01-03 10:07:00-05:00,254.0800018310547,254.0800018310547,253.8800048828125,254.0,254.0,1319.0
2022-01-03 10:08:00-05:00,253.92999267578125,254.0,253.92999267578125,253.99000549316406,253.99000549316406,1283.0
2022-01-03 10:09:00-05:00,253.97999572753906,253.97999572753906,253.73500061035156,253.73500061035156,253.73500061035156,1388.0
2022-01-03 10:10:00-05:00,253.72999572753906,254.02499389648438,253.72999572753906,254.02499389648438,254.02499389648438,4100.0
