,Open,High,Low,Close,Adj Close,Volume
2022-01-03 09:30:00-05:00,89.29000091552734,89.29000091552734,89.29000091552734,89.29000091552734,89.29000091552734,11689.0
2022-01-03 09:31:00-05:00,89.25,89.25,89.0199966430664,89.0999984741211,89.0999984741211,2024.0
2022-01-03 09:32:00-05:00,89.125,89.45999908447266,89.125,89.45999908447266,89.45999908447266,1034.0
2022-01-03 09:33:00-05:00,89.4800033569336,89.76000213623047,89.4800033569336,89.76000213623047,89.76000213623047,721.0
2022-01-03 09:34:00-05:00,89.9000015258789,89.9000015258789,89.73999786376953,89.75,89.75,1966.0
2022-01-03 09:35:00-05:00,89.70999908447266,89.70999908447266,89.70999908447266,89.70999908447266,89.70999908447266,100.0
2022-01-03 09:36:00-05:00,89.83999633789062,89.83999633789062,89.6500015258789,89.6500015258789,89.6500015258789,1869.0
2022-01-03 09:37:00-05:00,89.83000183105469,89.9000015258789,89.73999786376953,89.73999786376953,89.73999786376953,3898.0
2022-01-03 09:38:00-05:00,89.73500061035156,89.73999786376953,89.73500061035156,89.73999786376953,89.73999786376953,221.0
2022-01-03 09:40:00-05:00,89.8499984741211,89.97000122070312,89.8499984741211,89.91500091552734,89.91500091552734,2263.0
2022-01-03 09:42:00-05:00,89.98899841308594,90.18000030517578,89.94000244140625,90.1500015258789,90.1500015258789,10592.0
2022-01-03 09:43:00-05:00,90.11000061035156,90.11000061035156,90.11000061035156,90.11000061035156,90.11000061035156,401.0
2022-01-03 09:44:00-05:00,90.11000061035156,90.19999694824219,90.08000183105469,90.19999694824219,90.19999694824219,1182.0
2022-01-03 09:45:00-05:00,90.19999694824219,90.19999694824219,90.19999694824219,90.19999694824219,90.19999694824219,2320.0
2022-01-03 09:46:00-05:00,90.05999755859375,90.05999755859375,89.95999908447266,89.95999908447266,89.95999908447266,1395.0
2022-01-03 09:47:00-05:00,89.87999725341797,89.87999725341797,89.69000244140625,89.73999786376953,89.73999786376953,2985.0
2022-01-03 09:48:00-05:00,89.73999786376953,89.83000183105469,89.66999816894531,89.7699966430664,89.7699966430664,4764.0
2022-01-03 09:49:00-05:00,89.7699966430664,89.7699966430664,89.72000122070312,89.76000213623047,89.76000213623047,325.0
2022-01-03 09:50:00-05:00,89.77999877929688,89.81999969482422,89.5250015258789,89.5250015258789,89.5250015258789,2089.0
2022-01-03 09:51:00-05:00,89.62000274658203,89.79000091552734,89.62000274658203,89.79000091552734,89.79000091552734,711.0
2022-01-03 09:52:00-05:00,89.91999816894531,89.97000122070312,89.91999816894531,89.97000122070312,89.97000122070312,1110.0
2022-01-03 09:53:00-05:00,90.0,90.1500015258789,90.0,90.1500015258789,90.1500015258789,511.0
2022-01-03 09:54:00-05:00,90.05999755859375,90.30000305175781,90.05999755859375,90.23500061035156,90.23500061035156,5077.0
2022-01-03 09:55:00-05:00,90.27999877929688,90.38400268554688,90.16000366210938,90.23999786376953,90.23999786376953,3415.0
2022-01-03 09:56:00-05:00,90.30000305175781,90.30000305175781,90.23999786376953,90.23999786376953,90.23999786376953,518.0
2022-01-03 09:57:00-05:00,90.2699966430664,90.31999969482422,90.20999908447266,90.31999969482422,90.31999969482422,1160.0
2022-01-03 09:58:00-05:00,90.31999969482422,90.45999908447266,90.31999969482422,90.44999694824219,90.44999694824219,1045.0
2022-01-03 09:59:00-05:00,90.3550033569336,90.62000274658203,90.3550033569336,90.45999908447266,90.45999908447266,3575.0
2022-01-03 10:00:00-05:00,90.41999816894531,90.45999908447266,90.41999816894531,90.45999908447266,90.45999908447266,1695.0
2022-01-03 10:01:00-05:00,90.30000305175781,90.30000305175781,90.19999694824219,90.29000091552734,90.29000091552734,2153.0
2022-01-03 10:02:00-05:00,90.20999908447266,90.20999908447266,90.19000244140625,90.19000244140625,90.19000244140625,659.0
2022-01-03 10:03:00-05:00,90.1500015258789,90.27999877929688,90.08000183105469,90.27999877929688,90.27999877929688,1206.0
2022-01-03 10:04:00-05:00,90.3499984741211,90.41999816894531,90.33999633789062,90.41000366210938,90.41000366210938,1907.0
2022-01-03 10:05:00-05:00,90.47000122070312,90.47000122070312,90.36000061035156,90.36000061035156,90.36000061035156,2202.0
2022-01-03 10:06:00-05:00,90.36000061035156,90.5,90.36000061035156,90.47000122070312,90.47000122070312,2553.0
2022-01-03 10:07:00-05:00,90.43000030517578,90.51499938964844,90.4000015258789,90.51499938964844,90.51499938964844,1330.0
2022-01-03 10:08:00-05:00,90.44999694824219,90.49500274658203,90.38500213623047,90.38500213623047,90.38500213623047,3422.0
2022-01-03 10:10:00-05:00,90.38999938964844,90.72000122070312,90.38999938964844,90.62999725341797,90.62999725341797,5400.0
2022-01-03 10:11:00-05:00,90.5999984741211,90.5999984741211,90.5,90.5,90.5,827.0
2022-01-03 10:12:00-05:00,90.5,90.75,90.49500274658203,90.75,90.75,3419.0
2022-01-03 10:13:00-05:00,90.74400329589844,90.77999877929688,90.72000122070312,90.76000213623047,90.76000213623047,3475.0
2022-01-03 10:14:00-05:00,90.73999786376953,90.73999786376953,90.63999938964844,90.63999938964844,90.63999938964844,2157.0
2022-01-03 10:15:00-05:00,90.63999938964844,90.68000030517578,90.58000183105469,90.63999938964844,90.63999938964844,2617.0
2022-01-03 10:16:00-05:00,90.63999938964844,90.66999816894531,90.61000061035156,90.61000061035156,90.61000061035156,766.0
2022-01-03 10:17:00-05:00,90.6500015258789,90.82499694824219,90.6500015258789,90.82499694824219,90.82499694824219,1661.0
2022-01-03 10:18:00-05:00,90.77999877929688,90.8499984741211,90.77999877929688,90.77999877929688,90.77999877929688,1808.0
2022-01-03 10:19:00-05:00,90.81999969482422,90.81999969482422,90.7300033569336,90.80000305175781,90.80000305175781,1428.0
2022-01-03 10:20:00-05:00,90.72000122070312,90.8499984741211,90.72000122070312,90.8499984741211,90.8499984741211,1124.0
2022-01-03 10:21:00-05:00,90.91999816894531,90.91999816894531,90.8499984741211,90.8499984741211,90.8499984741211,1066.0
2022-01-03 10:22:00-05:00,90.77999877929688,90.87000274658203,90.77999877929688,90.86000061035156,90.86000061035156,1186.0
2022-01-03 10:23:00-05:00,90.91999816894531,91.01000213623047,90.79000091552734,90.84500122070312,90.84500122070312,12707.0
2022-01-03 10:24:00-05:00,90.76000213623047,90.76000213623047,90.76000213623047,90.76000213623047,90.76000213623047,553.0
2022-01-03 10:25:00-05:00,90.79000091552734,91.11000061035156,90.77999877929688,91.04000091552734,91.04000091552734,6322.0
2022-01-03 10:26:00-05:00,91.0,91.13999938964844,90.94999694824219,91.13999938964844,91.13999938964844,5827.0
